program_name,kernel_mangled_name,has_branching,has_data_dependent_branching,has_flop_division,uses_preprocessor_defines,has_common_float_subexpr,has_loop_invariant_flops,has_special_math_functions,calls_device_function,has_rng_input_data,reads_input_values_from_file,has_constant_propagatable_gridsz,has_constant_propagatable_blocksz
extrema-omp,_Z7test_2DIdEliiibiiPKc_l110,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_2DIfEliiibiiPKc_l110,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_2DIiEliiibiiPKc_l110,True,True,False,False,False,False,False,True,True,False,False,True
extrema-omp,_Z7test_2DIlEliiibiiPKc_l110,True,True,False,False,False,False,False,True,True,False,False,True
f16atomic-cuda,_Z20f16AtomicOnGlobalMemP13__nv_bfloat16i,True,False,False,True,False,False,False,False,False,False,True,True
f16atomic-cuda,_Z20f16AtomicOnGlobalMemP6__halfi,True,True,False,True,False,False,False,False,False,False,True,True
f16max-cuda,_Z4hmaxI7__half2EvPKT_S3_PS1_m,True,False,False,True,False,False,False,True,True,False,True,True
fdtd3d-cuda,_Z17finite_differencePfPKfS1_iiii,True,True,False,True,False,False,False,False,True,False,True,True
fdtd3d-omp,_Z7fdtdGPUPfS_PKfiiiiiiPPKc_l70,True,True,False,True,False,False,False,False,True,False,False,False
fft-cuda,_Z10ifft1D_512P7double2,True,False,True,True,False,True,True,True,False,False,True,True
fft-cuda,_Z9fft1D_512P7double2,True,False,True,True,False,False,True,True,False,False,False,True
fhd-cuda,_Z6cmpfhdPKfS0_PfS1_S0_S0_S0_ii,True,True,False,True,False,False,True,False,True,False,True,True
filter-cuda,_Z6filterPiS_PKii,True,True,False,False,False,False,False,False,True,False,True,True
filter-cuda,_Z7filter2PiS_PKii,True,True,False,False,False,False,False,True,True,False,True,True
filter-omp,main_l44,True,True,False,False,False,False,False,False,True,False,True,True
flame-cuda,_Z14kernel_iterateP6short2PsPKtiPKf14ConstMemParams,True,True,True,True,True,False,True,True,True,False,True,True
flame-cuda,_Z17kernel_initializeP6short2PsPKtiP6float2PKf14ConstMemParams,True,True,True,True,True,False,True,True,True,False,True,True
flame-cuda,_Z22kernel_generate_pointsP6float3P6short2PsPKtiPKf14ConstMemParams,True,True,True,True,False,False,True,True,True,False,True,True
flip-cuda,_Z11flip_kernelIfEvPKT_PS0_lPKllS5_S5_S5_l,True,True,False,False,False,False,False,False,False,False,False,True
floydwarshall-cuda,_Z17floydWarshallPassPjS_jj,True,True,False,False,False,False,False,False,True,False,True,True
floydwarshall-omp,main_l216,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z19implicit_fma_kernelI13__nv_bfloat16EvPKT_S3_PS1_PKiS6_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z19implicit_fma_kernelI6__halfEvPKT_S3_PS1_PKiS6_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z19implicit_fma_kernelIdEvPKT_S2_PS0_PKiS5_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z19implicit_fma_kernelIfEvPKT_S2_PS0_PKiS5_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z27implicit_fma_kernel_rowwiseI13__nv_bfloat16EvPKT_S3_PS1_PKiS6_iiii,True,True,False,False,False,False,False,False,True,False,True,True
fma-cuda,_Z27implicit_fma_kernel_rowwiseI6__halfEvPKT_S3_PS1_PKiS6_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z27implicit_fma_kernel_rowwiseIdEvPKT_S2_PS0_PKiS5_iiii,True,True,False,False,False,False,False,False,True,False,False,True
fma-cuda,_Z27implicit_fma_kernel_rowwiseIfEvPKT_S2_PS0_PKiS5_iiii,True,True,False,False,False,False,False,False,False,False,False,True
fpc-cuda,_Z10fpc_kernelPKmPj,True,True,False,False,False,False,False,True,True,False,False,True
fpc-cuda,_Z11fpc2_kernelPKmPj,True,True,False,False,False,False,False,True,True,False,True,True
fpc-omp,_Z3fpcPKmPjii_l127,True,True,False,False,False,False,False,True,True,False,False,True
fpc-omp,_Z4fpc2PKmPjii_l189,True,True,False,False,False,False,False,True,True,False,False,True
fpdc-cuda,_Z17CompressionKerneliPKyPcPKiPi,True,True,False,True,False,False,False,False,False,True,True,True
fpdc-omp,_Z17CompressionKerneliiiPKyPcPKiPi_l91,True,True,False,True,False,False,False,True,False,True,True,True
fresnel-cuda,_Z6kernelPKdPdi,True,True,True,True,True,False,True,True,False,False,True,True
fresnel-omp,main_l39,True,True,True,True,True,False,True,True,False,False,False,True
fwt-cuda,_Z14modulateKernelPfPKfif,True,False,False,False,False,False,False,False,True,False,True,True
fwt-cuda,_Z15fwtBatch1KernelPfPKfi,True,False,False,False,False,False,False,False,True,False,False,False
fwt-cuda,_Z15fwtBatch2KernelPfPKfi,False,False,False,False,True,False,False,False,True,False,False,True
fwt-omp,_Z11fwtBatchGPUPfii_l31,True,False,False,True,False,False,False,False,True,False,False,False
ga-cuda,_Z2gaPKcS0_Pcjiiii,True,True,False,False,False,False,False,False,True,False,False,True
ga-omp,main_l83,True,True,False,False,False,False,False,False,True,False,False,True
gabor-cuda,_Z5gaborPdjjdddddddd,True,False,True,False,False,False,True,False,False,False,True,True
gabor-omp,_Z25generateGaborKernelDeviceijjjdd_l35,False,False,True,False,False,False,True,False,False,False,False,True
gamma-correction-cuda,_Z16gamma_correctionP8ImgPixel,True,True,True,False,False,False,False,True,False,False,True,True
gamma-correction-omp,main_l70,True,True,True,False,False,False,False,False,False,False,False,True
gaussian-cuda,_Z4fan1PKfPfii,True,True,True,False,False,False,False,False,False,False,True,True
gaussian-cuda,_Z4fan2PfS_PKfii,True,True,False,False,False,False,False,False,False,False,False,True
gaussian-omp,_Z10ForwardSubPfS_S_ii_l186,True,True,True,True,False,False,False,False,False,False,False,True
gc-cuda,_Z4initiiPKiS0_PiS1_S1_S1_S1_S1_,True,True,False,False,False,False,False,True,False,True,False,True
gc-cuda,_Z8runLargeiPKiS0_PiS1_PViS0_S0_,True,True,False,False,False,False,False,False,False,True,False,True
gc-cuda,_Z8runSmalliPKiS0_PViPi,True,True,False,False,False,False,False,False,False,True,False,True
gc-omp,_ZL4initiiPKiS0_PiS1_S1_S1_S1_i_l88,True,True,False,True,False,False,False,True,False,True,False,False
geglu-cuda,_Z12geglu_kernelIffLi160ELi1280ELi8ELi2EEvPT_PKS0_,True,False,False,False,False,False,True,True,True,False,False,True
geglu-cuda,_Z12geglu_kernelIffLi160ELi2560ELi8ELi2EEvPT_PKS0_,True,False,False,False,False,False,True,True,True,False,False,True
geglu-cuda,_Z12geglu_kernelIffLi160ELi5120ELi8ELi2EEvPT_PKS0_,True,False,False,False,False,False,True,True,True,False,False,True
geglu-omp,_Z9geglu_gpuIfEvPT_PKS0_li_l19,True,False,False,False,False,False,True,True,True,False,False,False
gemv-cuda,_Z19gemv_quantized_int4P7uint4_2P6__halfS2_jS1_S1_j,True,True,False,True,False,False,False,True,True,False,True,True
gemv-cuda,_Z19gemv_quantized_int8PaP6__halfS1_jS0_S0_j,True,True,False,True,False,False,False,True,True,False,True,True
gemv-cuda,_Z32check_int4_quantized_correctnessP7uint4_2P6__halfS2_S1_S1_i,True,True,False,False,False,False,False,True,True,False,True,True
gemv-cuda,_Z32check_int8_quantized_correctnessPaP6__halfS1_S0_S0_i,True,True,False,False,False,False,False,False,True,False,True,True
glu-cuda,_Z10glu_kerneliiiPKfPf,True,False,True,False,False,False,True,False,True,False,False,True
glu-omp,_Z10glu_kerneliiiPKfPf_l19,False,False,True,True,False,False,True,False,True,False,False,True
goulash-cuda,_Z4gatePdlPKd,True,False,True,False,False,False,True,False,False,False,True,True
goulash-omp,_Z4gatePdlPKd_l18,True,False,True,False,False,False,True,False,False,False,False,True
gpp-cuda,_Z6solveriiiPKiS0_PKdPK13CustomComplexIdES6_S6_S6_S2_PdS7_,True,True,True,True,False,True,False,True,False,False,True,True
gpp-omp,main_l170,True,False,True,True,True,False,False,True,False,False,False,False
graphB+-cuda,_Z12inTreeUpdateiPKiPVi,True,False,False,False,False,False,False,False,False,True,False,True
graphB+-cuda,_Z13processCyclesiPKiS0_S0_PK8EdgeInfoPb,True,True,False,False,False,False,False,False,False,True,False,True
graphB+-cuda,_Z20generateSpanningTreeiPKiS0_iP8EdgeInfoPViPiiS5_ii,True,True,False,False,False,False,False,True,False,True,False,True
graphB+-cuda,_Z4initiiPiS_S_P8EdgeInfoS_S_,True,True,False,False,False,False,False,False,False,True,False,True
graphB+-cuda,_Z5init2iiiPiS_S_S_S_,True,True,False,False,False,False,False,False,False,False,False,True
graphB+-cuda,_Z5init3iPKiS0_PiS1_,False,False,False,False,False,False,False,False,False,True,False,True
graphB+-cuda,_Z8compute1iPKiS0_PiPKbS1_,True,True,False,False,False,False,False,True,False,True,False,True
graphB+-cuda,_Z9initMinusiiPKiS0_PK8EdgeInfoPb,True,True,False,False,False,False,False,False,False,False,False,True
graphB+-cuda,_Z9rootcountPKiS0_Piiii,True,False,False,False,False,False,False,False,False,True,False,True
graphB+-cuda,_Z9treelabeliPKiPViP8EdgeInfoS2_S2_S0_S0_Piiii,True,True,False,False,False,False,False,True,False,True,False,True
graphExecution-cuda,_Z11reduceFinalPdS_m,True,True,False,True,False,False,False,False,True,False,True,True
graphExecution-cuda,_Z6reducePfPdmm,True,True,False,True,False,False,False,False,True,False,False,True
grrt-cuda,_Z5task1PdS_ii,True,True,True,True,True,False,True,True,False,False,True,True
grrt-omp,_Z5task1PdS_ii_l366,True,True,True,True,True,True,True,True,False,False,False,False
gru-cuda,_Z16gru_cell_forwardI6__halffiEvPT_S2_S2_S2_S2_S2_S2_T1_S3_,True,False,False,True,True,False,True,True,True,False,False,True
haccmk-cuda,_Z13haccmk_kerneliiPKfS0_S0_S0_PfS1_S1_fff,True,True,True,False,False,False,True,False,False,False,True,True
haccmk-omp,_Z6haccmkIfEvimiT_S0_S0_PKS0_S2_S2_S2_PS0_S3_S3__l35,True,True,True,False,False,False,True,False,False,False,False,False
halo-finder-cuda,_Z13Step10_kerneliiPKfS0_S0_S0_S0_S0_S0_S0_PfS1_S1_fff,True,True,False,False,True,False,True,False,False,False,False,False
hausdorff-cuda,_Z15computeDistancePK6float2S1_Pfii,True,True,False,False,False,False,False,True,True,False,True,True
hausdorff-omp,_Z15computeDistancePK6float2S1_Pfii_l21,True,True,False,True,False,False,False,True,True,False,False,True
heartwall-cuda,_Z2hwi13params_commonPKfPiS2_S2_S2_S2_S2_S2_S2_PfS3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_S3_,True,True,False,True,False,False,False,False,False,True,False,True
heartwall-omp,_Z18kernel_gpu_wrapper13params_commonPiS0_S0_S0_S0_S0_S0_S0_P5avi_t_l482,True,True,False,True,False,False,False,False,False,True,False,True
heat-cuda,_Z13initial_valuejddPd,True,False,False,False,False,False,True,False,False,False,True,True
heat-cuda,_Z4zerojPd,True,True,False,False,False,False,False,False,False,False,True,True
heat-cuda,_Z5solvejdddddPdS_,True,True,False,False,False,False,False,False,False,False,True,True
heat-omp,main_l116,True,False,False,False,False,False,False,False,False,False,False,True
heat-omp,main_l148,True,True,False,False,False,False,False,False,False,False,False,True
heat2d-cuda,_Z13dev_lapl_iterPfPKfffii,False,False,False,False,False,False,False,False,False,False,True,True
heat2d-omp,_Z13dev_lapl_iterPfPKfffii_l44,False,False,False,False,False,False,False,False,True,False,False,True
hellinger-cuda,_Z9hellingerPKfS0_Pfiii,True,True,False,True,False,False,True,False,True,False,True,True
hellinger-omp,main_l79,True,False,False,True,False,False,True,False,True,False,False,True
hexciton-cuda,_Z10comm_emptyP6float2S0_S0_,False,False,False,False,False,False,False,False,False,False,True,True
hexciton-cuda,_Z13comm_refactorPK6float2PS_S1_i,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z16comm_aosoa_naivePK6float2PS_S1_i,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z23comm_aosoa_naive_directPK6float2PS_S1_i,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z26comm_aosoa_naive_constantsPK6float2PS_S1_i,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z26comm_refactor_direct_storePK6float2PS_S1_i,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z31comm_aosoa_naive_constants_permPK6float2PS_S1_,True,False,False,True,True,True,False,False,False,False,True,True
hexciton-cuda,_Z33comm_aosoa_naive_constants_directPK6float2PS_S1_,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-cuda,_Z9comm_initPK6float2PS_S1_i,True,False,False,False,False,False,False,False,False,False,False,False
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l136,True,False,False,True,False,False,False,False,False,False,False,True
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l174,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l211,True,False,False,True,False,False,False,False,False,False,True,True
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l251,True,False,False,True,False,False,False,False,False,False,True,True
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l292,True,False,False,True,False,False,False,False,False,False,True,True
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l83,True,False,False,True,False,False,False,False,False,False,False,False
hexciton-omp,_Z9benchmarkPSt7complexIfES1_S1_mmS1_S1_iiimPFvS1_mmmEbPFvS1_mE_l95,True,False,False,True,False,False,False,False,False,False,False,True
histogram-cuda,_Z20histogram_gmem_accumILi1024ELi1ELi256EEvPKjiPj,True,False,False,False,False,False,False,False,False,False,True,True
histogram-cuda,_Z20histogram_gmem_accumILi1024ELi3ELi256EEvPKjiPj,True,False,False,False,False,False,False,True,False,False,True,True
histogram-cuda,_Z20histogram_smem_accumILi1024ELi1ELi256EEvPKjiPj,True,False,False,False,False,False,False,False,False,False,True,True
histogram-cuda,_Z20histogram_smem_accumILi1024ELi3ELi256EEvPKjiPj,True,True,False,False,False,False,False,False,False,False,True,True
histogram-cuda,_Z22histogram_gmem_atomicsILi1024ELi1ELi256E6uchar1EvPKT2_iiPj,True,True,False,False,False,False,False,True,True,False,True,True
histogram-cuda,_Z22histogram_gmem_atomicsILi1024ELi3ELi256E6uchar4EvPKT2_iiPj,True,True,False,False,False,False,False,True,True,False,True,True
histogram-cuda,_Z22histogram_smem_atomicsILi1024ELi1ELi256E6uchar1EvPKT2_iiPj,True,True,False,False,False,False,False,True,True,False,True,True
histogram-cuda,_Z22histogram_smem_atomicsILi1024ELi3ELi256E6float4EvPKT2_iiPj,True,False,False,False,False,False,False,True,True,False,True,True
histogram-cuda,_Z22histogram_smem_atomicsILi1024ELi3ELi256E6uchar4EvPKT2_iiPj,True,False,False,False,False,False,False,True,True,False,True,True
histogram-omp,_Z16run_gmem_atomicsILi1ELi256EhEdPT1_iiPjb_l103,True,False,False,False,False,False,False,True,False,False,True,True
histogram-omp,_Z16run_gmem_atomicsILi1ELi256EhEdPT1_iiPjb_l55,True,True,False,False,False,False,False,True,False,False,True,True
histogram-omp,_Z16run_gmem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l103,True,True,False,False,False,False,False,True,False,False,True,True
histogram-omp,_Z16run_gmem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l55,True,True,False,True,False,False,False,True,True,False,True,True
histogram-omp,_Z16run_smem_atomicsILi1ELi256EhEdPT1_iiPjb_l56,True,True,False,False,False,False,False,True,True,False,True,True
histogram-omp,_Z16run_smem_atomicsILi3ELi256E6float4EdPT1_iiPjb_l115,True,False,False,False,False,False,False,True,True,False,True,True
histogram-omp,_Z16run_smem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l115,True,False,False,False,False,False,False,True,True,False,True,True
histogram-omp,_Z16run_smem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l56,True,True,False,False,False,False,False,True,False,False,True,True
hmm-cuda,_Z7viterbiPKfS0_S0_PiPfS1_ii,True,True,False,False,False,False,False,False,True,False,True,True
hotspot-cuda,_Z9calc_tempiPKfS0_Pfiiiifffff,True,True,True,True,True,True,False,False,False,True,False,True
hotspot3D-cuda,_Z9hotspot3dPKfS0_Pfiiiffffffff,True,False,False,False,False,False,False,False,False,True,True,True
hotspot3D-omp,main_l94,True,False,False,False,True,True,False,False,False,True,False,False
hungarian-cuda,_Z11step_4_initv,False,False,False,False,False,False,False,False,False,False,True,True
hungarian-cuda,_Z14step_1_col_subv,True,False,False,True,False,False,False,False,True,False,True,True
hungarian-cuda,_Z14step_1_row_subv,False,False,False,True,False,False,False,False,False,False,True,True
hungarian-cuda,_Z15compress_matrixv,True,True,False,True,False,False,False,False,True,False,False,False
hungarian-cuda,_Z16calc_min_in_colsv,True,True,False,True,False,False,False,True,True,False,True,True
hungarian-cuda,_Z16calc_min_in_rowsv,True,True,False,True,False,False,False,True,True,False,True,True
hungarian-cuda,_Z4initv,True,False,False,True,False,False,False,False,False,False,True,True
hungarian-cuda,_Z6step_2v,True,True,False,True,False,False,False,False,True,False,False,False
hungarian-cuda,_Z6step_3v,True,True,False,False,False,False,False,False,True,False,True,True
hungarian-cuda,_Z9step_3iniv,True,False,False,False,False,False,False,False,False,False,True,True
hwt1d-cuda,_Z9dwtHaar1DPKfPfS1_jjjj,True,True,False,False,False,False,True,False,True,False,False,False
hwt1d-omp,main_l124,True,True,True,False,False,False,True,False,True,False,False,False
hybridsort-cuda,_Z10bucketsortPKfPKiPfPKjS5_i,True,True,False,True,False,False,False,False,True,False,False,False
hybridsort-cuda,_Z11bucketcountPKfPiPjS0_i,True,True,False,True,False,False,False,False,True,False,False,False
hybridsort-cuda,_Z11sortElementP6float4S0_i,True,False,False,False,False,False,False,True,True,False,False,False
hybridsort-cuda,_Z12bucketprefixPjS_i,True,False,False,True,False,False,False,False,False,False,False,False
hybridsort-cuda,_Z13histogram1024PjPKfiff,True,True,True,True,True,True,False,False,True,False,False,False
hybridsort-omp,_Z10bucketSortPfS_iPiS0_ffPj_l1,True,True,True,True,False,False,False,False,True,False,False,False
hybridsort-omp,_Z10bucketSortPfS_iPiS0_ffPj_l4,True,True,True,True,False,False,False,True,True,False,False,False
hybridsort-omp,_Z12runMergeSortiiP6float4S0_PiS1_Pj_l1,True,True,False,True,False,False,False,True,True,False,False,False
hybridsort-omp,_Z12runMergeSortiiP6float4S0_PiS1_Pj_l133,True,True,True,True,True,False,False,True,True,False,False,False
hypterm-cuda,_Z9hypterm_1PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii,True,True,False,True,False,False,False,False,True,False,False,True
hypterm-cuda,_Z9hypterm_2PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii,True,False,False,True,False,False,False,False,True,False,False,True
hypterm-cuda,_Z9hypterm_3PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii,True,False,False,True,False,False,False,False,True,False,True,True
hypterm-omp,_Z9hypterm_1PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii_l29,True,False,False,False,False,False,False,False,False,False,False,False
hypterm-omp,_Z9hypterm_3PdS_S_S_S_PKdS1_S1_S1_S1_S1_S1_S1_dddiii_l89,True,False,False,False,False,False,False,False,False,False,False,False
idivide-cuda,_Z5check11int_fastdivPi,True,True,False,False,False,False,False,True,False,False,True,True
idivide-omp,_Z5checki11int_fastdivPi_l56,True,True,False,False,False,False,False,True,False,False,False,True
interleave-cuda,_Z22add_kernel_interleavedP13INTERLEAVED_TPKS_j,True,True,False,True,False,False,False,False,True,False,True,True
interleave-cuda,_Z26add_kernel_non_interleavedP17NON_INTERLEAVED_TPKS_j,True,True,False,True,False,False,False,False,True,False,True,True
interleave-omp,_Z20add_test_interleavedP13INTERLEAVED_TPKS_jj_l72,True,False,False,True,False,False,False,False,True,False,False,True
interleave-omp,_Z24add_test_non_interleavedP17NON_INTERLEAVED_TPKS_jj_l114,True,False,False,True,False,False,False,False,True,False,False,True
interval-cuda,_Z20test_interval_newtonIdEvP12interval_gpuIT_EPiS2_i,True,True,True,True,True,False,False,True,False,False,True,True
intrinsics-cast-cuda,_Z16cast1_intrinsicsiPKdPx,True,False,False,False,False,False,False,False,False,False,True,True
intrinsics-cast-cuda,_Z16cast2_intrinsicsiPKxPx,True,True,False,False,False,False,False,False,False,False,True,True
intrinsics-simd-cuda,_Z15simd_intrinsicsiPKjPj,True,True,False,False,False,False,False,False,False,False,True,True
inversek2j-cuda,_Z13invkin_kernelPKfS0_Pfi,True,True,True,True,True,False,True,False,False,True,False,True
inversek2j-omp,main_l171,True,True,True,True,False,False,True,False,False,True,False,True
is-cuda,_Z17rank_gpu_kernel_1PiS_PKiiii,True,False,False,True,False,False,False,False,False,False,True,True
is-cuda,_Z17rank_gpu_kernel_2Piii,False,False,False,False,False,False,False,False,False,False,True,True
is-cuda,_Z17rank_gpu_kernel_3PiPKiii,False,False,False,True,False,False,False,False,True,False,True,True
is-cuda,_Z17rank_gpu_kernel_4PKiPiS1_ii,True,True,False,True,False,False,False,False,False,False,True,True
is-cuda,_Z17rank_gpu_kernel_5PKiPiii,True,False,False,True,False,False,False,False,False,False,True,True
is-cuda,_Z17rank_gpu_kernel_6PKiPiS0_ii,True,False,False,True,False,False,False,False,False,False,False,True
is-cuda,_Z17rank_gpu_kernel_7PKiS0_S0_Piiii,True,True,False,True,False,False,False,False,True,False,True,True
is-cuda,_Z21create_seq_gpu_kernelPiddii,True,True,False,True,False,False,False,True,False,False,False,True
is-cuda,_Z24full_verify_gpu_kernel_1PKiPiii,False,False,False,False,False,False,False,False,False,False,True,True
is-cuda,_Z24full_verify_gpu_kernel_2PKiPiS1_ii,False,False,False,False,False,False,False,False,False,False,True,True
ising-cuda,_Z10init_spinsPaPKfxx,True,True,False,False,False,False,False,False,True,False,False,True
ising-cuda,_Z14update_latticeILb0EEvPaPKaPKffxx,True,True,False,False,False,False,True,False,True,False,False,True
ising-cuda,_Z14update_latticeILb1EEvPaPKaPKffxx,True,True,False,False,False,False,True,False,True,False,False,True
ising-omp,_Z10init_spinsPaPKfxx_l39,True,False,False,True,False,False,False,False,True,False,False,True
ising-omp,_Z14update_latticeILb0EEvPaS0_Pffxx_l55,True,True,False,True,False,False,True,False,True,False,False,False
ising-omp,_Z14update_latticeILb1EEvPaS0_Pffxx_l55,True,True,False,False,False,False,True,False,True,False,False,True
iso2dfd-cuda,_Z15iso_2dfd_kernelPfPKfS1_fmm,True,False,False,True,True,False,False,False,False,False,True,True
iso2dfd-omp,_Z15iso_2dfd_kernelPfPKfS1_fmm_l150,True,True,False,True,True,False,False,False,False,False,False,False
jaccard-cuda,_Z10jaccard_jwILb1EfEviPKT0_S0_S2_S2_PS0_,True,False,True,False,False,False,False,False,False,False,False,False
jaccard-cuda,_Z14jaccard_is_optILb1EfEviiPKiS1_PKT0_S4_PS2_S5_,True,True,False,False,False,False,False,False,False,False,False,True
jaccard-cuda,_Z15jaccard_row_sumILb0EfEviPKiS1_PKT0_PS2_,True,True,False,False,False,False,False,True,False,False,False,True
jaccard-cuda,_Z15jaccard_row_sumILb1EfEviPKiS1_PKT0_PS2_,True,True,False,False,False,False,False,True,False,False,False,True
jaccard-cuda,_Z4fillILb0EfEviPT0_S0_,True,False,True,False,False,False,False,False,False,False,False,True
jaccard-cuda,_Z4fillILb1EfEviPT0_S0_,True,False,True,False,False,False,False,False,False,False,False,True
jacobi-cuda,_Z11jacobi_stepPfPKfS_,True,True,False,True,False,False,False,False,False,False,True,True
jacobi-omp,main_l77,True,False,True,True,False,False,False,False,False,False,True,True
jenkins-hash-cuda,_Z15jk3_hash_kernelPKjS0_S0_Pji,True,True,False,True,False,False,False,True,True,False,False,True
jenkins-hash-omp,main_l226,True,True,False,True,False,False,False,True,True,False,False,True
kalman-cuda,_Z6kalmanILi8EEvPKdiS1_S1_S1_S1_S1_bS1_iPdS2_S2_iiS2_bS2_,True,True,True,False,False,False,True,True,True,False,True,True
kalman-omp,_Z6kalmanILi8EEvPKdiS1_S1_S1_S1_S1_bS1_iPdS2_S2_iiS2_bS2__l114,True,True,True,False,True,False,True,True,True,False,False,True
keccaktreehash-cuda,_Z10ker_KeccakPKjPjS0_,True,False,False,True,False,False,False,True,False,False,True,True
keccaktreehash-omp,_Z13KeccakTreeGPUPjS_PKj_l440,True,False,False,True,False,False,False,True,False,False,True,True
keogh-cuda,_Z8lb_keoghPKfS0_S0_PfS0_S0_ii,True,True,True,False,False,False,False,False,True,False,True,True
kernelLaunch-cuda,_Z19KernelWithSmallArgs15SmallKernelArgsPc,True,False,False,True,False,False,False,False,False,False,True,True
kernelLaunch-omp,main_l67,True,False,False,True,False,False,False,False,False,False,False,False
kiss-cuda,_Z6kernelImN4kiss4KissImEEEvPT_mj,True,True,False,False,False,False,False,True,False,False,True,True
kmeans-cuda,_Z15find_membershipPKfS0_Piiii,True,True,False,True,False,False,False,False,False,True,False,True
kmeans-cuda,_Z17feature_transposePfPKfii,True,True,False,True,False,False,False,False,False,True,False,True
kmeans-omp,_Z7clusteriiPPfiifPiPS0_S_ii_l115,True,True,True,True,True,False,False,False,False,True,False,True
kmeans-omp,_Z7clusteriiPPfiifPiPS0_S_ii_l54,True,True,True,True,True,False,False,False,False,True,False,True
knn-cuda,_Z14cuParallelSqrtPfii,True,True,False,False,False,False,True,False,False,False,False,True
knn-cuda,_Z15cuInsertionSortPfPiiii,True,True,False,False,False,False,False,False,False,False,False,False
knn-cuda,_Z23cuComputeDistanceGlobalPKfiS0_iiPf,True,True,False,True,False,False,False,False,True,False,False,True
knn-omp,main_l182,True,True,False,True,False,False,False,False,True,False,False,True
knn-omp,main_l309,True,True,False,True,False,False,True,False,True,False,False,True
langevin-cuda,_Z2k0PKfPf,False,False,True,False,False,False,True,False,False,False,True,True
langevin-cuda,_Z2k1PKfPf,False,False,True,False,False,False,True,False,False,False,True,True
langevin-cuda,_Z2k2PKfPf,False,False,False,False,False,False,False,False,False,False,True,True
langevin-omp,_Z2k0PKfPfi_l8,False,False,True,False,False,False,True,False,False,False,False,True
langevin-omp,_Z2k1PKfPfi_l16,True,False,True,False,False,False,True,False,False,False,False,True
langevin-omp,_Z2k2PKfPfi_l52,False,False,False,False,False,False,False,False,False,False,False,True
langford-cuda,_Z7dfs_gpuILi11EEvPl,True,True,False,True,False,False,False,True,False,False,False,True
langford-cuda,_Z7dfs_gpuILi12EEvPl,True,True,False,True,False,False,False,True,False,False,True,True
langford-cuda,_Z7dfs_gpuILi7EEvPl,True,True,False,True,False,False,False,True,False,False,True,True
langford-cuda,_Z7dfs_gpuILi8EEvPl,True,True,False,True,False,False,False,True,False,False,False,True
langford-omp,_Z9run_gpu_dILi11EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,True,True,False,True,False,False,False,True,False,False,False,True
langford-omp,_Z9run_gpu_dILi12EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,True,True,False,True,False,False,False,True,False,False,True,True
langford-omp,_Z9run_gpu_dILi7EEvRSt6vectorISt5arrayIaXT_EESaIS2_EE_l349,True,True,False,True,False,False,False,True,False,False,True,True
laplace-cuda,_Z10red_kernelPKfS0_S0_S0_S0_S0_S0_PfS1_,True,False,True,True,False,False,False,False,False,False,True,True
