program_name,kernel_mangled_name,gpu,model_name,use_sass,cost_usd
atomicPerf-omp,_Z28SingleRangeAtomicOnGlobalMemIiEvPT_ii_l33,H100,Opus 4.6,False,0.061575
atomicPerf-omp,_Z28SingleRangeAtomicOnGlobalMemIiEvPT_ii_l33,H100,Opus 4.6,True,0.11279
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,GPT 5.4,False,0.0186505
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,GPT 5.4,True,0.0357815
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,GPT OSS,False,0.000584498
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,GPT OSS,True,0.000735074
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,Opus 4.6,False,0.063755
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,3080,Opus 4.6,True,0.12074
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,GPT 5.4,False,0.0191605
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,GPT 5.4,True,0.0358265
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,GPT OSS,False,0.000503134
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,GPT OSS,True,0.00078025
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,Opus 4.6,False,0.067255
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A10,Opus 4.6,True,0.122065
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,GPT 5.4,False,0.019183
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,GPT 5.4,True,0.037204
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,GPT OSS,False,0.000507431
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,GPT OSS,True,0.000745003
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,Opus 4.6,False,0.06607
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,A100,Opus 4.6,True,0.12919
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,GPT 5.4,False,0.0188055
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,GPT 5.4,True,0.042199
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,GPT OSS,False,0.000540262
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,GPT OSS,True,0.000869167
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,Opus 4.6,False,0.063045
atomicPerf-omp,_Z28SingleRangeAtomicOnSharedMemIdEvPT_ii_l89,H100,Opus 4.6,True,0.13188
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,GPT 5.4,False,0.014563
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,GPT 5.4,True,0.0179365
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,GPT OSS,False,0.000443421
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,GPT OSS,True,0.0017559
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,Opus 4.6,False,0.05652
atomicReduction-cuda,_Z16atomic_reductionPiS_i,3080,Opus 4.6,True,0.06036
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,GPT 5.4,False,0.015168
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,GPT 5.4,True,0.0171765
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,GPT OSS,False,0.000419515
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,GPT OSS,True,0.00049967
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,Opus 4.6,False,0.053565
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A10,Opus 4.6,True,0.058955
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,GPT 5.4,False,0.0141255
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,GPT 5.4,True,0.019844
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,GPT OSS,False,0.000437302
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,GPT OSS,True,0.00162465
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,Opus 4.6,False,0.054505
atomicReduction-cuda,_Z16atomic_reductionPiS_i,A100,Opus 4.6,True,0.06653
atomicReduction-cuda,_Z16atomic_reductionPiS_i,H100,GPT 5.4,False,0.015323
atomicReduction-cuda,_Z16atomic_reductionPiS_i,H100,GPT 5.4,True,0.0181265
atomicReduction-cuda,_Z16atomic_reductionPiS_i,H100,GPT OSS,False,0.000428523
atomicReduction-cuda,_Z16atomic_reductionPiS_i,H100,Opus 4.6,False,0.05533
atomicReduction-cuda,_Z16atomic_reductionPiS_i,H100,Opus 4.6,True,0.06675
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,3080,GPT 5.4,False,0.015845
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,3080,GPT 5.4,True,0.0191665
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,3080,GPT OSS,True,0.000537128
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,3080,Opus 4.6,False,0.055615
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,3080,Opus 4.6,True,0.065155
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,GPT 5.4,False,0.017098
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,GPT 5.4,True,0.0190815
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,GPT OSS,False,0.000627721
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,GPT OSS,True,0.000570032
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,Opus 4.6,False,0.05626
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A10,Opus 4.6,True,0.0636
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A100,GPT 5.4,False,0.0161875
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A100,GPT 5.4,True,0.018929
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A100,GPT OSS,False,0.000528658
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A100,Opus 4.6,False,0.0543
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,A100,Opus 4.6,True,0.066075
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,GPT 5.4,False,0.015378
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,GPT 5.4,True,0.019234
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,GPT OSS,False,0.000522159
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,GPT OSS,True,0.00278554
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,Opus 4.6,False,0.05765
atomicReduction-cuda,_Z19atomic_reduction_v2PiS_i,H100,Opus 4.6,True,0.069825
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,GPT 5.4,False,0.015233
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,GPT 5.4,True,0.019504
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,GPT OSS,False,0.000457827
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,GPT OSS,True,0.000558219
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,Opus 4.6,False,0.056865
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,3080,Opus 4.6,True,0.065545
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,GPT 5.4,False,0.016678
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,GPT 5.4,True,0.018279
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,GPT OSS,False,0.00198595
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,GPT OSS,True,0.000516643
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,Opus 4.6,False,0.05681
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A10,Opus 4.6,True,0.065065
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A100,GPT 5.4,False,0.0158725
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A100,GPT 5.4,True,0.0193115
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A100,GPT OSS,True,0.000565756
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A100,Opus 4.6,False,0.0555
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,A100,Opus 4.6,True,0.067665
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,GPT 5.4,False,0.016188
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,GPT 5.4,True,0.0187065
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,GPT OSS,False,0.000461929
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,GPT OSS,True,0.000535438
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,Opus 4.6,False,0.0573
atomicReduction-cuda,_Z19atomic_reduction_v4PiS_i,H100,Opus 4.6,True,0.064715
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,3080,GPT 5.4,False,0.016178
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,3080,GPT 5.4,True,0.0194215
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,3080,GPT OSS,False,0.000507037
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,3080,Opus 4.6,False,0.05534
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,3080,Opus 4.6,True,0.06671
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,GPT 5.4,False,0.01567
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,GPT 5.4,True,0.0198615
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,GPT OSS,False,0.000478191
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,GPT OSS,True,0.00055453
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,Opus 4.6,False,0.05586
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A10,Opus 4.6,True,0.065405
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,GPT 5.4,False,0.0155455
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,GPT 5.4,True,0.019949
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,GPT OSS,False,0.000581668
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,GPT OSS,True,0.000534483
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,Opus 4.6,False,0.057475
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,A100,Opus 4.6,True,0.068855
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,GPT 5.4,False,0.015588
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,GPT 5.4,True,0.021094
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,GPT OSS,False,0.00174825
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,GPT OSS,True,0.000609669
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,Opus 4.6,False,0.0543
atomicReduction-cuda,_Z19atomic_reduction_v8PiS_i,H100,Opus 4.6,True,0.06758
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,3080,GPT 5.4,False,0.016658
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,3080,GPT 5.4,True,0.0201265
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,3080,GPT OSS,True,0.000525286
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,3080,Opus 4.6,False,0.05459
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,3080,Opus 4.6,True,0.06873
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A10,GPT 5.4,False,0.015943
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A10,GPT 5.4,True,0.0196815
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A10,GPT OSS,False,0.000478571
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A10,Opus 4.6,False,0.05576
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A10,Opus 4.6,True,0.0693
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,GPT 5.4,False,0.0156025
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,GPT 5.4,True,0.020474
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,GPT OSS,False,0.000463678
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,GPT OSS,True,0.000544603
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,Opus 4.6,False,0.0556
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,A100,Opus 4.6,True,0.070175
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,GPT 5.4,False,0.014775
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,GPT 5.4,True,0.021714
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,GPT OSS,False,0.000441219
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,GPT OSS,True,0.000544467
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,Opus 4.6,False,0.056575
atomicReduction-cuda,_Z20atomic_reduction_v16PiS_i,H100,Opus 4.6,True,0.069225
atomicReduction-omp,main_l101,3080,GPT 5.4,False,0.0167355
atomicReduction-omp,main_l101,3080,GPT 5.4,True,0.0556365
atomicReduction-omp,main_l101,3080,GPT OSS,False,0.000445104
atomicReduction-omp,main_l101,3080,GPT OSS,True,0.00466434
atomicReduction-omp,main_l101,3080,Opus 4.6,False,0.06207
atomicReduction-omp,main_l101,3080,Opus 4.6,True,0.152985
atomicReduction-omp,main_l101,A10,GPT 5.4,False,0.0159405
atomicReduction-omp,main_l101,A10,GPT 5.4,True,0.0532065
atomicReduction-omp,main_l101,A10,GPT OSS,False,0.0004367
atomicReduction-omp,main_l101,A10,GPT OSS,True,0.00443455
atomicReduction-omp,main_l101,A10,Opus 4.6,False,0.065995
atomicReduction-omp,main_l101,A10,Opus 4.6,True,0.159235
atomicReduction-omp,main_l101,A100,GPT 5.4,False,0.016188
atomicReduction-omp,main_l101,A100,GPT 5.4,True,0.0578315
atomicReduction-omp,main_l101,A100,GPT OSS,False,0.000387227
atomicReduction-omp,main_l101,A100,GPT OSS,True,0.00523537
atomicReduction-omp,main_l101,A100,Opus 4.6,False,0.068235
atomicReduction-omp,main_l101,A100,Opus 4.6,True,0.168735
atomicReduction-omp,main_l101,H100,GPT 5.4,False,0.0174605
atomicReduction-omp,main_l101,H100,GPT 5.4,True,0.059104
atomicReduction-omp,main_l101,H100,GPT OSS,False,0.000455208
atomicReduction-omp,main_l101,H100,GPT OSS,True,0.00406155
atomicReduction-omp,main_l101,H100,Opus 4.6,False,0.06191
atomicReduction-omp,main_l101,H100,Opus 4.6,True,0.18143
atomicReduction-omp,main_l122,3080,GPT 5.4,False,0.0166305
atomicReduction-omp,main_l122,3080,GPT 5.4,True,0.0552015
atomicReduction-omp,main_l122,3080,GPT OSS,False,0.000534404
atomicReduction-omp,main_l122,3080,Opus 4.6,False,0.05827
atomicReduction-omp,main_l122,3080,Opus 4.6,True,0.157315
atomicReduction-omp,main_l122,A10,GPT 5.4,False,0.0157155
atomicReduction-omp,main_l122,A10,GPT 5.4,True,0.0554115
atomicReduction-omp,main_l122,A10,GPT OSS,False,0.0004177
atomicReduction-omp,main_l122,A10,Opus 4.6,False,0.06657
atomicReduction-omp,main_l122,A10,Opus 4.6,True,0.154915
atomicReduction-omp,main_l122,A100,GPT 5.4,False,0.015873
atomicReduction-omp,main_l122,A100,GPT 5.4,True,0.056294
atomicReduction-omp,main_l122,A100,GPT OSS,False,0.000458097
atomicReduction-omp,main_l122,A100,Opus 4.6,False,0.057935
atomicReduction-omp,main_l122,A100,Opus 4.6,True,0.162725
atomicReduction-omp,main_l122,H100,GPT 5.4,False,0.0170255
atomicReduction-omp,main_l122,H100,GPT 5.4,True,0.0583165
atomicReduction-omp,main_l122,H100,GPT OSS,False,0.000458058
atomicReduction-omp,main_l122,H100,GPT OSS,True,0.001041628
atomicReduction-omp,main_l122,H100,Opus 4.6,False,0.06551
atomicReduction-omp,main_l122,H100,Opus 4.6,True,0.18
atomicReduction-omp,main_l143,3080,GPT 5.4,False,0.0163755
atomicReduction-omp,main_l143,3080,GPT 5.4,True,0.054579
atomicReduction-omp,main_l143,3080,GPT OSS,False,0.000437314
atomicReduction-omp,main_l143,3080,GPT OSS,True,0.00415571
atomicReduction-omp,main_l143,3080,Opus 4.6,False,0.07577
atomicReduction-omp,main_l143,3080,Opus 4.6,True,0.17437
atomicReduction-omp,main_l143,A10,GPT 5.4,False,0.0163905
atomicReduction-omp,main_l143,A10,GPT 5.4,True,0.057564
atomicReduction-omp,main_l143,A10,GPT OSS,False,0.00044316
atomicReduction-omp,main_l143,A10,Opus 4.6,False,0.07767
atomicReduction-omp,main_l143,A10,Opus 4.6,True,0.15872
atomicReduction-omp,main_l143,A100,GPT 5.4,False,0.016293
atomicReduction-omp,main_l143,A100,GPT 5.4,True,0.0556165
atomicReduction-omp,main_l143,A100,GPT OSS,False,0.000428647
atomicReduction-omp,main_l143,A100,GPT OSS,True,0.00437263
atomicReduction-omp,main_l143,A100,Opus 4.6,False,0.07211
atomicReduction-omp,main_l143,A100,Opus 4.6,True,0.192335
atomicReduction-omp,main_l143,H100,GPT 5.4,False,0.0169805
atomicReduction-omp,main_l143,H100,GPT 5.4,True,0.059989
atomicReduction-omp,main_l143,H100,GPT OSS,False,0.0013902
atomicReduction-omp,main_l143,H100,GPT OSS,True,0.00465305
atomicReduction-omp,main_l143,H100,Opus 4.6,False,0.060035
atomicReduction-omp,main_l143,H100,Opus 4.6,True,0.184825
atomicReduction-omp,main_l165,3080,GPT 5.4,False,0.0164955
atomicReduction-omp,main_l165,3080,GPT 5.4,True,0.0561815
atomicReduction-omp,main_l165,3080,GPT OSS,False,0.000428384
atomicReduction-omp,main_l165,3080,GPT OSS,True,0.0041223
atomicReduction-omp,main_l165,3080,Opus 4.6,False,0.07637
atomicReduction-omp,main_l165,3080,Opus 4.6,True,0.15968
atomicReduction-omp,main_l165,A10,GPT 5.4,False,0.0162555
atomicReduction-omp,main_l165,A10,GPT 5.4,True,0.0629675
atomicReduction-omp,main_l165,A10,GPT OSS,False,0.00186049
atomicReduction-omp,main_l165,A10,GPT OSS,True,0.0039852
atomicReduction-omp,main_l165,A10,Opus 4.6,False,0.06222
atomicReduction-omp,main_l165,A10,Opus 4.6,True,0.160405
atomicReduction-omp,main_l165,A100,GPT 5.4,False,0.016113
atomicReduction-omp,main_l165,A100,GPT 5.4,True,0.057334
atomicReduction-omp,main_l165,A100,GPT OSS,False,0.000446317
atomicReduction-omp,main_l165,A100,GPT OSS,True,0.001096673
atomicReduction-omp,main_l165,A100,Opus 4.6,False,0.066385
atomicReduction-omp,main_l165,A100,Opus 4.6,True,0.16931
atomicReduction-omp,main_l165,H100,GPT 5.4,False,0.0159755
atomicReduction-omp,main_l165,H100,GPT 5.4,True,0.0637315
atomicReduction-omp,main_l165,H100,GPT OSS,False,0.000458438
atomicReduction-omp,main_l165,H100,GPT OSS,True,0.0049577
atomicReduction-omp,main_l165,H100,Opus 4.6,False,0.067035
atomicReduction-omp,main_l165,H100,Opus 4.6,True,0.18846
atomicReduction-omp,main_l62,3080,GPT 5.4,False,0.0162405
atomicReduction-omp,main_l62,3080,GPT 5.4,True,0.058545
atomicReduction-omp,main_l62,3080,GPT OSS,True,0.001023009
atomicReduction-omp,main_l62,3080,Opus 4.6,False,0.05757
atomicReduction-omp,main_l62,3080,Opus 4.6,True,0.151665
atomicReduction-omp,main_l62,A10,GPT 5.4,False,0.0164505
atomicReduction-omp,main_l62,A10,GPT 5.4,True,0.052269
atomicReduction-omp,main_l62,A10,GPT OSS,False,0.00190514
atomicReduction-omp,main_l62,A10,GPT OSS,True,0.00395985
atomicReduction-omp,main_l62,A10,Opus 4.6,False,0.060845
atomicReduction-omp,main_l62,A10,Opus 4.6,True,0.149965
atomicReduction-omp,main_l62,A100,GPT 5.4,False,0.015903
atomicReduction-omp,main_l62,A100,GPT 5.4,True,0.0552515
atomicReduction-omp,main_l62,A100,GPT OSS,False,0.000431497
atomicReduction-omp,main_l62,A100,GPT OSS,True,0.001143988
atomicReduction-omp,main_l62,A100,Opus 4.6,False,0.057785
atomicReduction-omp,main_l62,A100,Opus 4.6,True,0.169545
atomicReduction-omp,main_l62,H100,GPT 5.4,False,0.0163505
atomicReduction-omp,main_l62,H100,GPT 5.4,True,0.058974
atomicReduction-omp,main_l62,H100,GPT OSS,True,0.001073475
atomicReduction-omp,main_l62,H100,Opus 4.6,False,0.05876
atomicReduction-omp,main_l62,H100,Opus 4.6,True,0.18656
atomicReduction-omp,main_l78,3080,GPT 5.4,False,0.0161055
atomicReduction-omp,main_l78,3080,GPT 5.4,True,0.052804
atomicReduction-omp,main_l78,3080,GPT OSS,True,0.000995491
atomicReduction-omp,main_l78,3080,Opus 4.6,False,0.05857
atomicReduction-omp,main_l78,3080,Opus 4.6,True,0.15326
atomicReduction-omp,main_l78,A10,GPT 5.4,False,0.0157905
atomicReduction-omp,main_l78,A10,GPT 5.4,True,0.053134
atomicReduction-omp,main_l78,A10,GPT OSS,False,0.00193459
atomicReduction-omp,main_l78,A10,Opus 4.6,False,0.058595
atomicReduction-omp,main_l78,A10,Opus 4.6,True,0.151385
atomicReduction-omp,main_l78,A100,GPT 5.4,False,0.017328
atomicReduction-omp,main_l78,A100,GPT 5.4,True,0.0544865
atomicReduction-omp,main_l78,A100,GPT OSS,False,0.00182861
atomicReduction-omp,main_l78,A100,GPT OSS,True,0.00470078
atomicReduction-omp,main_l78,A100,Opus 4.6,False,0.05636
atomicReduction-omp,main_l78,A100,Opus 4.6,True,0.16448
atomicReduction-omp,main_l78,H100,GPT 5.4,False,0.0165605
atomicReduction-omp,main_l78,H100,GPT 5.4,True,0.0583265
atomicReduction-omp,main_l78,H100,GPT OSS,False,0.00187312
atomicReduction-omp,main_l78,H100,GPT OSS,True,0.001087872
atomicReduction-omp,main_l78,H100,Opus 4.6,False,0.058135
atomicReduction-omp,main_l78,H100,Opus 4.6,True,0.176095
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,GPT 5.4,False,0.018113
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,GPT 5.4,True,0.0246215
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,GPT OSS,False,0.000473047
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,GPT OSS,True,0.00251522
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,Opus 4.6,False,0.06769
atomicSystemWide-cuda,_Z12atomicKernelPii,3080,Opus 4.6,True,0.087095
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,GPT 5.4,False,0.017473
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,GPT 5.4,True,0.0258865
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,GPT OSS,False,0.000460161
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,GPT OSS,True,0.000587522
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,Opus 4.6,False,0.064685
atomicSystemWide-cuda,_Z12atomicKernelPii,A10,Opus 4.6,True,0.08244
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,GPT 5.4,False,0.0169255
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,GPT 5.4,True,0.024049
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,GPT OSS,False,0.000478898
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,GPT OSS,True,0.000572249
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,Opus 4.6,False,0.06285
atomicSystemWide-cuda,_Z12atomicKernelPii,A100,Opus 4.6,True,0.084155
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,GPT 5.4,False,0.017358
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,GPT 5.4,True,0.0248665
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,GPT OSS,False,0.000452069
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,GPT OSS,True,0.000608556
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,Opus 4.6,False,0.061875
atomicSystemWide-cuda,_Z12atomicKernelPii,H100,Opus 4.6,True,0.08208
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,GPT 5.4,False,0.0204705
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,GPT 5.4,True,0.033294
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,GPT OSS,False,0.00314478
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,GPT OSS,True,0.000956727
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,Opus 4.6,False,0.07855
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,3080,Opus 4.6,True,0.10861
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,GPT 5.4,False,0.0201575
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,GPT 5.4,True,0.032414
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,GPT OSS,False,0.0015396
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,GPT OSS,True,0.000854161
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,Opus 4.6,False,0.077195
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A10,Opus 4.6,True,0.108655
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,GPT 5.4,False,0.020828
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,GPT 5.4,True,0.0349465
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,GPT OSS,False,0.000655775
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,GPT OSS,True,0.000855132
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,Opus 4.6,False,0.07461
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,A100,Opus 4.6,True,0.12706
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,GPT 5.4,False,0.0199855
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,GPT 5.4,True,0.0338715
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,GPT OSS,False,0.0027873
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,GPT OSS,True,0.00082698
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,Opus 4.6,False,0.07641
attention-cuda,_Z17attention_kernel1PKfS0_PfS1_ii,H100,Opus 4.6,True,0.118615
attention-cuda,_Z17attention_kernel2PKfS0_Pfi,3080,GPT 5.4,False,0.0197305
