"source","exePath","kernel_executed","eteProfilerXtime","CC","Kernel Name","traffic","dpAI","spAI","hpAI","dpPerf","spPerf","hpPerf","xtime","Block Size","Grid Size","device","SP_FLOP","DP_FLOP","HP_FLOP","INTOP","intPerf","intAI","targetName","exeArgs","runtime","kernelMangled","kernelName","kernelDemangled","kernelProfiler"
"marchingCubes-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/marchingCubes","normal",11.33387879500151,8.6,"_Z10compactLv2fPKfPKjPjjS3_",317112922002.33,0.0,0.0,0.0,0.0,0.0,0.0,54976.0,"(1024, 1, 1)","(1823, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,51336268.0,933794164726.426,2.944673962922157,"marchingCubes","100","cuda","_Z10compactLv2fPKfPKjPjjS3_","compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)","compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)","compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)"
"marchingCubes-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/marchingCubes","normal",11.33387879500151,8.6,"_Z19generatingTrianglesfPKjPKtPKiPK6uchar4PjS8_PyPfSA_SA_SA_",1235954577.69,0.0,5.219014122576513,0.0,0.0,6450464395.8272,0.0,97685920.0,"(4, 4, 8)","(240380, 1, 1)","NVIDIA GeForce RTX 3080",630119548.0,0.0,0.0,2776944672.0,28427276643.348392,23.000260006705904,"marchingCubes","100","cuda","_Z19generatingTrianglesfPKjPKtPKiPK6uchar4PjS8_PyPfSA_SA_SA_","generatingTriangles(float, const unsigned int *, const unsigned short *, const int *, const uchar4 *, unsigned int *, unsigned int *, unsigned long long *, float *, float *, float *, float *)","generatingTriangles(float, const unsigned int *, const unsigned short *, const int *, const uchar4 *, unsigned int *, unsigned int *, unsigned long long *, float *, float *, float *, float *)","generatingTriangles(float, const unsigned int *, const unsigned short *, const int *, const uchar4 *, unsigned int *, unsigned int *, unsigned long long *, float *, float *, float *, float *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0_",513875377515.77,0.0,0.0,0.0,0.0,0.0,0.0,1324448.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8361163774.0,6312942277839.522,12.284967433851778,"mask","512 512 512 100","cuda","_Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0_","void sequenceMaskKernel<int>(int, int, int, const T1 *, const int *, T1, T1 *)","void sequenceMaskKernel<int>(int, int, int, const T1 *, const int *, T1, T1 *)","void sequenceMaskKernel<int>(int, int, int, const T1 *, const int *, T1, T1 *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_",548424707125.67,0.0,0.0,0.0,0.0,0.0,0.0,1423136.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8788259326.0,6175277222977.985,11.260027388888112,"mask","512 512 512 100","cuda","_Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_","void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)","void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)","void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z15upperMaskKernelIiEviiiPKT_S0_PS0_",603576592323.29,0.0,0.0,0.0,0.0,0.0,0.0,1373088.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8393195006.0,6112641728716.586,10.12736710876705,"mask","512 512 512 100","cuda","_Z15upperMaskKernelIiEviiiPKT_S0_PS0_","void upperMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void upperMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void upperMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z15lowerMaskKernelIiEviiiPKT_S0_PS0_",594480052691.0,0.0,0.0,0.0,0.0,0.0,0.0,1360384.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8393195006.0,6169724876211.422,10.378354745938521,"mask","512 512 512 100","cuda","_Z15lowerMaskKernelIiEviiiPKT_S0_PS0_","void lowerMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void lowerMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void lowerMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0_",602140821380.18,0.0,0.0,0.0,0.0,0.0,0.0,1369792.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8392932862.0,6127158621162.921,10.175624046080662,"mask","512 512 512 100","cuda","_Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0_","void upperDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void upperDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void upperDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)"
"mask-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/mask","normal",11.054262809000647,8.6,"_Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0_",594824932249.32,0.0,0.0,0.0,0.0,0.0,0.0,1357920.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,8392932862.0,6180727039884.529,10.390833848393374,"mask","512 512 512 100","cuda","_Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0_","void lowerDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void lowerDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","void lowerDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24",344574307468.01,0.0,0.0,0.0,0.0,0.0,0.0,1975360.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,11046042622.0,5591913687631.621,16.228469640473033,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24","Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0_:l24","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l24"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55",382610727728.98,0.0,0.0,0.0,0.0,0.0,0.0,2040320.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,11607355902.0,5688987953850.377,14.868866818287797,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55","Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_:l55","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l55"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87",428763629141.7,0.0,0.0,0.0,0.0,0.0,0.0,1933504.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,10876878334.0,5625474958417.463,13.120224235620338,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87","Z15upperMaskKernelIiEviiiPKT_S0_PS0_:l87","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l87"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113",418542485716.65,0.0,0.0,0.0,0.0,0.0,0.0,1932320.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,10876878334.0,5628921883538.958,13.448866185952014,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113","Z15lowerMaskKernelIiEviiiPKT_S0_PS0_:l113","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l113"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139",418320797852.95,0.0,0.0,0.0,0.0,0.0,0.0,1931584.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,10876354046.0,5630795267511.017,13.460471715514318,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139","Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0_:l139","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l139"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","normal",7.37512237899864,8.6,"__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165",419112564966.87,0.0,0.0,0.0,0.0,0.0,0.0,1927136.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,10876354046.0,5643791640029.557,13.466052110548599,"mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165","Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0_:l165","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l165"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l150","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l150","Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0_:l150","__omp_offloading_10305_2b82692__Z19upperDiagMaskKernelIiEviiiPKT_S0_PS0__l150"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l69","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l69","Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0_:l69","__omp_offloading_10305_2b82692__Z16windowMaskKernelIiEviiiPKT_PKiiS0_PS0__l69"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l98","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l98","Z15upperMaskKernelIiEviiiPKT_S0_PS0_:l98","__omp_offloading_10305_2b82692__Z15upperMaskKernelIiEviiiPKT_S0_PS0__l98"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l124","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l124","Z15lowerMaskKernelIiEviiiPKT_S0_PS0_:l124","__omp_offloading_10305_2b82692__Z15lowerMaskKernelIiEviiiPKT_S0_PS0__l124"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l176","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l176","Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0_:l176","__omp_offloading_10305_2b82692__Z19lowerDiagMaskKernelIiEviiiPKT_S0_PS0__l176"
"mask-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/mask","not profiled",7.37512237899864,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","mask","512 512 512 100","omp","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l34","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l34","Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0_:l34","__omp_offloading_10305_2b82692__Z18sequenceMaskKernelIiEviiiPKT_PKiS0_PS0__l34"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","normal",20.045868581000832,8.6,"_Z6Match1PKfS0_PfPi",307068209782.14,0.0,0.5806430255861682,0.0,0.0,178297014389.22998,0.0,385431168.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",68721226506.0,0.0,0.0,14227161088.0,36912326426.076675,0.12020888275040058,"match","100","cuda","_Z6Match1PKfS0_PfPi","Match1(const float *, const float *, float *, int *)","Match1(const float *, const float *, float *, int *)","Match1(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z7Match10PKfS0_PfPi","Match10(const float *, const float *, float *, int *)","Match10(const float *, const float *, float *, int *)","Match10(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match9PKfS0_PfPi","Match9(const float *, const float *, float *, int *)","Match9(const float *, const float *, float *, int *)","Match9(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match8PKfS0_PfPi","Match8(const float *, const float *, float *, int *)","Match8(const float *, const float *, float *, int *)","Match8(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match7PKfS0_PfPi","Match7(const float *, const float *, float *, int *)","Match7(const float *, const float *, float *, int *)","Match7(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match6PKfS0_PfPi","Match6(const float *, const float *, float *, int *)","Match6(const float *, const float *, float *, int *)","Match6(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match5PKfS0_PfPi","Match5(const float *, const float *, float *, int *)","Match5(const float *, const float *, float *, int *)","Match5(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match4PKfS0_PfPi","Match4(const float *, const float *, float *, int *)","Match4(const float *, const float *, float *, int *)","Match4(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match3PKfS0_PfPi","Match3(const float *, const float *, float *, int *)","Match3(const float *, const float *, float *, int *)","Match3(const float *, const float *, float *, int *)"
"match-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/match","timeout",20.045868581000832,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","cuda","_Z6Match2PKfS0_PfPi","Match2(const float *, const float *, float *, int *)","Match2(const float *, const float *, float *, int *)","Match2(const float *, const float *, float *, int *)"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","normal",20.04788723799902,8.6,"__omp_offloading_10305_2b826a8_main_l120",294549708122.13,0.0,0.6045100456280541,0.0,0.0,178058257496.63882,0.0,385936768.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",68719228413.0,0.0,0.0,61204087040.0,158585789473.16052,0.5384007693784766,"match","100","omp","__omp_offloading_10305_2b826a8_main_l120","__omp_offloading_10305_2b826a8_main_l120","omp_offloading_10305_2b826a8_main:l120","__omp_offloading_10305_2b826a8_main_l120"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l327","__omp_offloading_10305_2b826a8_main_l327","omp_offloading_10305_2b826a8_main:l327","__omp_offloading_10305_2b826a8_main_l327"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l470","__omp_offloading_10305_2b826a8_main_l470","omp_offloading_10305_2b826a8_main:l470","__omp_offloading_10305_2b826a8_main_l470"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l395","__omp_offloading_10305_2b826a8_main_l395","omp_offloading_10305_2b826a8_main:l395","__omp_offloading_10305_2b826a8_main_l395"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l265","__omp_offloading_10305_2b826a8_main_l265","omp_offloading_10305_2b826a8_main:l265","__omp_offloading_10305_2b826a8_main_l265"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l149","__omp_offloading_10305_2b826a8_main_l149","omp_offloading_10305_2b826a8_main:l149","__omp_offloading_10305_2b826a8_main_l149"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l207","__omp_offloading_10305_2b826a8_main_l207","omp_offloading_10305_2b826a8_main:l207","__omp_offloading_10305_2b826a8_main_l207"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l543","__omp_offloading_10305_2b826a8_main_l543","omp_offloading_10305_2b826a8_main:l543","__omp_offloading_10305_2b826a8_main_l543"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l728","__omp_offloading_10305_2b826a8_main_l728","omp_offloading_10305_2b826a8_main:l728","__omp_offloading_10305_2b826a8_main_l728"
"match-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/match","timeout",20.04788723799902,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","match","100","omp","__omp_offloading_10305_2b826a8_main_l636","__omp_offloading_10305_2b826a8_main_l636","omp_offloading_10305_2b826a8_main:l636","__omp_offloading_10305_2b826a8_main_l636"
"matern-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/matern","normal",20.064868560999457,8.6,"_Z13matern_kernelifPKfS0_S0_Pf",13006582.6,0.0,169.37603162769284,0.0,0.0,2203003345.8257995,0.0,6052320.0,"(16, 64, 1)","(1687500, 1, 1)","NVIDIA GeForce RTX 3080",13333281.0,0.0,0.0,3458160128.0,571377608586.4594,43929.879673886004,"matern","300 100","cuda","_Z13matern_kernelifPKfS0_S0_Pf","matern_kernel(int, float, const float *, const float *, const float *, float *)","matern_kernel(int, float, const float *, const float *, const float *, float *)","matern_kernel(int, float, const float *, const float *, const float *, float *)"
"matern-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/matern","normal",20.066475104000347,8.6,"__omp_offloading_10305_2b826bc__Z14matern_kernel2ifPKfS0_S0_Pf_l53",4158878504.67,0.0,215.72718830554294,0.0,0.0,897183166316.82,0.0,13696.0,"(1024, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",12287820.0,0.0,0.0,5161216.0,376841121495.3271,90.6112359551193,"matern","300 100","omp","__omp_offloading_10305_2b826bc__Z14matern_kernel2ifPKfS0_S0_Pf_l53","__omp_offloading_10305_2b826bc__Z14matern_kernel2ifPKfS0_S0_Pf_l53","Z14matern_kernel2ifPKfS0_S0_Pf:l53","__omp_offloading_10305_2b826bc__Z14matern_kernel2ifPKfS0_S0_Pf_l53"
"matern-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/matern","timeout",20.066475104000347,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","matern","300 100","omp","__omp_offloading_10305_2b826bc__Z13matern_kernelifPKfS0_S0_Pf_l22","__omp_offloading_10305_2b826bc__Z13matern_kernelifPKfS0_S0_Pf_l22","Z13matern_kernelifPKfS0_S0_Pf:l22","__omp_offloading_10305_2b826bc__Z13matern_kernelifPKfS0_S0_Pf_l22"
"matrix-rotate-cuda","/home/gbolet/gpuFLOPBench-updated/build/bin/cuda/matrix-rotate","normal",6.009121714001594,8.6,"_Z22rotate_matrix_parallelPfi",23217443523.64,0.0,0.0,0.0,0.0,0.0,0.0,8792352.0,"(256, 1, 1)","(10, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,26709022.0,3037756222.680803,0.13083939321690433,"matrix-rotate","5000 100","cuda","_Z22rotate_matrix_parallelPfi","rotate_matrix_parallel(float *, int)","rotate_matrix_parallel(float *, int)","rotate_matrix_parallel(float *, int)"
"matrix-rotate-omp","/home/gbolet/gpuFLOPBench-updated/build/bin/omp/matrix-rotate","normal",5.356854302001011,8.6,"__omp_offloading_10305_2b826ce__Z22rotate_matrix_parallelPfii_l13",24866853548.86,0.0,0.0,0.0,0.0,0.0,0.0,8995328.0,"(256, 1, 1)","(10, 1, 1)","NVIDIA GeForce RTX 3080",0.0,0.0,0.0,62616450.0,6960996864.149923,0.2799307459816943,"matrix-rotate","5000 100","omp","__omp_offloading_10305_2b826ce__Z22rotate_matrix_parallelPfii_l13","__omp_offloading_10305_2b826ce__Z22rotate_matrix_parallelPfii_l13","Z22rotate_matrix_parallelPfii:l13","__omp_offloading_10305_2b826ce__Z22rotate_matrix_parallelPfii_l13"
