Kernel Name,device,codenmae,exeArgs,source,sample,model_type,Demangled Name,lines_of_code,opcode_IMAD,opcode_MOV,opcode_BRA,opcode_ISETP,opcode_IADD3,opcode_LDG,opcode_LEA,opcode_FSETP,opcode_BSSY,opcode_BSYNC,opcode_SHF,opcode_LDS,opcode_STG,opcode_SEL,opcode_BREAK,opcode_NOP,opcode_FSEL,opcode_STS,opcode_BAR,opcode_S2R,opcode_PRMT,opcode_EXIT,opcode_LOP3,opcode_FMUL,opcode_IMNMX,opcode_CALL,opcode_ULDC,opcode_FADD,opcode_HFMA2,opcode_LDC,opcode_UMOV,opcode_UIADD3,opcode_S2UR,opcode_ULEA,opcode_UIMAD,opcode_R2UR,opcode_UISETP,opcode_USHF,opcode_VIADD,opcode_USEL,opcode_PLOP3,opcode_FFMA,opcode_F2I,opcode_FCHK,opcode_FRND,opcode_P2R,opcode_I2FP,opcode_I2F,opcode_ULOP3,opcode_YIELD,opcode_WARPSYNC,opcode_DADD,opcode_MUFU,opcode_VIADDMNMX,opcode_SHFL,opcode_ATOMG,opcode_VOTE,opcode_ENDCOLLECTIVE,opcode_DFMA,opcode_DMUL,opcode_CS2R,opcode_ATOMS,opcode_REDUX,opcode_UFLO,opcode_VOTEU,opcode_IABS,opcode_HMMA,opcode_DSETP,opcode_R2P,opcode_F2F,opcode_LD,opcode_ST,opcode_LDL,opcode_STL,opcode_BMOV,opcode_RET,opcode_VIMNMX,opcode_FMNMX,opcode_VIMNMX3,opcode_UP2UR,opcode_POPC,opcode_UPRMT,opcode_FLO,opcode_FSET,opcode_HADD2,opcode_F2FP,opcode_HMUL2,opcode_HSET2,opcode_BRX,opcode_DEPBAR,opcode_VABSDIFF4,opcode_BREV,opcode_UBREV,opcode_HMNMX2,opcode_HSETP2,opcode_UPLOP3,opcode_CCTL,opcode_ERRBAR,opcode_MEMBAR,opcode_CGAERRBAR,opcode_B2R,opcode_UPOPC,opcode_SGXT,opcode_MATCH,opcode_ATOM,opcode_QSPC,opcode_NANOSLEEP,opcode_USGXT,opcode_BRXU,opcode_F2IP
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentINS0_18transform_iteratorINS1_9__extrema12arg_minmax_fIflN4cuda3std3__44lessIfEEE15duplicate_tupleENS0_12zip_iteratorINSC_5tupleIJNS0_6detail15normal_iteratorINS0_10device_ptrIfEEEENS0_17counting_iteratorIlNS0_11use_defaultESP_SP_EEEEEEENSI_IJNSI_IJflEEEST_EEESU_EEPSU_SU_iSF_EEJSV_SW_iN3cub17CUB_300001_SM_86013GridEvenShareIiEENSZ_9GridQueueIjEESF_EEEvDpT0_,A10,tsne,nan,tsne-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<thrust::THRUST_300001_SM_860_NS::transform_iterator<thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>::duplicate_tuple, thrust::THRUST_300001_SM_860_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_860_NS::detail::normal_iterator<thrust::THRUST_300001_SM_860_NS::device_ptr<float>>, thrust::THRUST_300001_SM_860_NS::counting_iterator<long, thrust::THRUST_300001_SM_860_NS::use_default, thrust::THRUST_300001_SM_860_NS::use_default, thrust::THRUST_300001_SM_860_NS::use_default>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>, thrust::THRUST_300001_SM_860_NS::transform_iterator<thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>::duplicate_tuple, thrust::THRUST_300001_SM_860_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_860_NS::detail::normal_iterator<thrust::THRUST_300001_SM_860_NS::device_ptr<float>>, thrust::THRUST_300001_SM_860_NS::counting_iterator<long, thrust::THRUST_300001_SM_860_NS::use_default, thrust::THRUST_300001_SM_860_NS::use_default, thrust::THRUST_300001_SM_860_NS::use_default>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, int, cub::CUB_300001_SM_860::GridEvenShare<int>, cub::CUB_300001_SM_860::GridQueue<unsigned int>, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>(T2...)",3080,821.0,495.0,222,421.0,61.0,15.0,14.0,194.0,114.0,114.0,14.0,86.0,4.0,187.0,,9,93.0,14.0,6.0,7.0,,2.0,13.0,,,72.0,3.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,90.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJ6vec_2dIfElEEESE_SD_iNS1_9__extrema9arg_max_fISC_l7compareIfEEEEEJSE_SE_iSJ_EEEvDpT0_,3080,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>(T2...)",2176,434.0,538.0,160,216.0,26.0,42.0,4.0,110.0,57.0,57.0,4.0,42.0,2.0,63.0,,10,62.0,6.0,3.0,10.0,,3.0,5.0,110.0,,36.0,1.0,,,,,,,,,,,,,,,110.0,,,,,,,,,3.0,,,,60.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJ6vec_2dIfElEEESE_SD_iNS1_9__extrema9arg_max_fISC_l7compareIfEEEEEJSE_SE_iSJ_EEEvDpT0_,A10,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>(T2...)",2176,434.0,538.0,160,216.0,26.0,42.0,4.0,110.0,57.0,57.0,4.0,42.0,2.0,63.0,,10,62.0,6.0,3.0,10.0,,3.0,5.0,110.0,,36.0,1.0,,,,,,,,,,,,,,,110.0,,,,,,,,,3.0,,,,60.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJ6vec_2dIfElEEESE_SD_iNS1_9__extrema9arg_min_fISC_l7compareIfEEEEEJSE_SE_iSJ_EEEvDpT0_,3080,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>(T2...)",2224,468.0,546.0,174,216.0,26.0,42.0,4.0,110.0,54.0,54.0,4.0,42.0,2.0,63.0,,14,62.0,6.0,3.0,4.0,,3.0,5.0,110.0,,36.0,1.0,,,,,,,,,,,,,,,110.0,,,,,,,,,3.0,,,,60.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJ6vec_2dIfElEEESE_SD_iNS1_9__extrema9arg_min_fISC_l7compareIfEEEEEJSE_SE_iSJ_EEEvDpT0_,A10,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>(T2...)",2224,468.0,546.0,174,216.0,26.0,42.0,4.0,110.0,54.0,54.0,4.0,42.0,2.0,63.0,,14,62.0,6.0,3.0,4.0,,3.0,5.0,110.0,,36.0,1.0,,,,,,,,,,,,,,,110.0,,,,,,,,,3.0,,,,60.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJNSA_IJ6vec_2dIfElEEESD_EEESF_SE_iNS1_9__extrema12arg_minmax_fISC_l7compareIfEEEEEJSF_SF_iSK_EEEvDpT0_,3080,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<cuda::std::__4::tuple<vec_2d<float>, long>, cuda::std::__4::tuple<vec_2d<float>, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<vec_2d<float>, long>, cuda::std::__4::tuple<vec_2d<float>, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<vec_2d<float>, long>, cuda::std::__4::tuple<vec_2d<float>, long>>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<vec_2d<float>, long, compare<float>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<vec_2d<float>, long>, cuda::std::__4::tuple<vec_2d<float>, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<vec_2d<float>, long>, cuda::std::__4::tuple<vec_2d<float>, long>> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<vec_2d<float>, long, compare<float>>>(T2...)",3640,792.0,780.0,172,388.0,32.0,44.0,2.0,180.0,104.0,104.0,3.0,84.0,4.0,169.0,,14,168.0,12.0,3.0,4.0,,3.0,18.0,180.0,,72.0,1.0,,,,,,,,,,,,,,,180.0,,,,,,,,,3.0,,,,120.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJNSA_IJflEEESB_EEESD_SC_iNS1_9__extrema12arg_minmax_fIflNS9_4lessIfEEEEEEJSD_SD_iSI_EEEvDpT0_,3080,tsne,nan,tsne-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>(T2...)",3040,808.0,500.0,222,424.0,24.0,60.0,4.0,196.0,113.0,113.0,3.0,84.0,4.0,185.0,,8,92.0,12.0,3.0,4.0,,3.0,10.0,,,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_860_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentIPN4cuda3std3__45tupleIJNSA_IJflEEESB_EEESD_SC_iNS1_9__extrema12arg_minmax_fIflNS9_4lessIfEEEEEEJSD_SD_iSI_EEEvDpT0_,A10,tsne,nan,tsne-cuda,1,cuda,"void thrust::THRUST_300001_SM_860_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_860_NS::cuda_cub::__reduce::ReduceAgent<cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>>, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, cuda::std::__4::tuple<cuda::std::__4::tuple<float, long>, cuda::std::__4::tuple<float, long>> *, int, thrust::THRUST_300001_SM_860_NS::cuda_cub::__extrema::arg_minmax_f<float, long, cuda::std::__4::less<float>>>(T2...)",3040,808.0,500.0,222,424.0,24.0,60.0,4.0,196.0,113.0,113.0,3.0,84.0,4.0,185.0,,8,92.0,12.0,3.0,4.0,,3.0,10.0,,,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_900_NS8cuda_cub4core6detail13_kernel_agentINS1_15__reduce_by_key16ReduceByKeyAgentIPiS7_S7_S7_N4cuda3std3__48equal_toIiEENSA_4plusIiEES7_iEEJS7_S7_S7_S7_S7_N3cub17CUB_300001_SM_90024ReduceByKeyScanTileStateIiiLb1EEESC_SE_iiEEEvDpT0_,H100,segment-reduce,16384 100,segment-reduce-cuda,1,cuda,"void thrust::THRUST_300001_SM_900_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_900_NS::cuda_cub::__reduce_by_key::ReduceByKeyAgent<int *, int *, int *, int *, cuda::std::__4::equal_to<int>, cuda::std::__4::plus<int>, int *, int>, int *, int *, int *, int *, int *, cub::CUB_300001_SM_900::ReduceByKeyScanTileState<int, int, (bool)1>, cuda::std::__4::equal_to<int>, cuda::std::__4::plus<int>, int, int>(T2...)",3456,763.0,100.0,72,495.0,184.0,78.0,78.0,,24.0,24.0,17.0,227.0,310.0,250.0,,19,,128.0,26.0,19.0,,17.0,26.0,,,,17.0,,11.0,96.0,22.0,7.0,7.0,7.0,,,,,101.0,,20.0,,,,,18.0,,,,4.0,54.0,,,,128.0,,24.0,52.0,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,8.0,,,,,,,2.0,,8.0,,,,,,,2.0,,,,,,,,2.0,,,
_ZN6thrust23THRUST_300001_SM_900_NS8cuda_cub4core6detail13_kernel_agentINS1_15__reduce_by_key9InitAgentIN3cub17CUB_300001_SM_90024ReduceByKeyScanTileStateIiiLb1EEEiPiEEJSA_iSB_EEEvDpT0_,H100,segment-reduce,16384 100,segment-reduce-cuda,1,cuda,"void thrust::THRUST_300001_SM_900_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_900_NS::cuda_cub::__reduce_by_key::InitAgent<cub::CUB_300001_SM_900::ReduceByKeyScanTileState<int, int, (bool)1>, int, int *>, cub::CUB_300001_SM_900::ReduceByKeyScanTileState<int, int, (bool)1>, int, int *>(T2...)",40,4.0,1.0,1,3.0,,,,,,,,,3.0,,,14,,,,2.0,,2.0,1.0,,,,3.0,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_900_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce10DrainAgentIiEEJN3cub17CUB_300001_SM_9009GridQueueIjEEiEEEvDpT0_,H100,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_900_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_900_NS::cuda_cub::__reduce::DrainAgent<int>, cub::CUB_300001_SM_900::GridQueue<unsigned int>, int>(T2...)",16,,,1,,,,,,,,,,2.0,,,8,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_900_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentINS0_12zip_iteratorIN4cuda3std3__45tupleIJNS0_6detail15normal_iteratorINS0_10device_ptrI6vec_2dIfEEEEENS0_17counting_iteratorIlNS0_11use_defaultESK_SK_EEEEEEEPNSB_IJSG_lEEESO_iNS1_9__extrema9arg_max_fISG_l7compareIfEEEEEJSN_SP_iN3cub17CUB_300001_SM_90013GridEvenShareIiEENSX_9GridQueueIjEESU_EEEvDpT0_,H100,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_900_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_900_NS::cuda_cub::__reduce::ReduceAgent<thrust::THRUST_300001_SM_900_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_900_NS::detail::normal_iterator<thrust::THRUST_300001_SM_900_NS::device_ptr<vec_2d<float>>>, thrust::THRUST_300001_SM_900_NS::counting_iterator<long, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_900_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>, thrust::THRUST_300001_SM_900_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_900_NS::detail::normal_iterator<thrust::THRUST_300001_SM_900_NS::device_ptr<vec_2d<float>>>, thrust::THRUST_300001_SM_900_NS::counting_iterator<long, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, int, cub::CUB_300001_SM_900::GridEvenShare<int>, cub::CUB_300001_SM_900::GridQueue<unsigned int>, thrust::THRUST_300001_SM_900_NS::cuda_cub::__extrema::arg_max_f<vec_2d<float>, long, compare<float>>>(T2...)",1928,332.0,346.0,129,215.0,65.0,21.0,19.0,109.0,60.0,60.0,7.0,44.0,2.0,65.0,,11,64.0,8.0,6.0,7.0,,2.0,5.0,110.0,,,12.0,,3.0,8.0,11.0,6.0,5.0,4.0,3.0,,,1.0,15.0,,,110.0,,,,,,,,,,,,,60.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ZN6thrust23THRUST_300001_SM_900_NS8cuda_cub4core6detail13_kernel_agentINS1_8__reduce11ReduceAgentINS0_12zip_iteratorIN4cuda3std3__45tupleIJNS0_6detail15normal_iteratorINS0_10device_ptrI6vec_2dIfEEEEENS0_17counting_iteratorIlNS0_11use_defaultESK_SK_EEEEEEEPNSB_IJSG_lEEESO_iNS1_9__extrema9arg_min_fISG_l7compareIfEEEEEJSN_SP_iN3cub17CUB_300001_SM_90013GridEvenShareIiEENSX_9GridQueueIjEESU_EEEvDpT0_,H100,minmax,100000 1000,minmax-cuda,1,cuda,"void thrust::THRUST_300001_SM_900_NS::cuda_cub::core::detail::_kernel_agent<thrust::THRUST_300001_SM_900_NS::cuda_cub::__reduce::ReduceAgent<thrust::THRUST_300001_SM_900_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_900_NS::detail::normal_iterator<thrust::THRUST_300001_SM_900_NS::device_ptr<vec_2d<float>>>, thrust::THRUST_300001_SM_900_NS::counting_iterator<long, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, cuda::std::__4::tuple<vec_2d<float>, long>, int, thrust::THRUST_300001_SM_900_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>, thrust::THRUST_300001_SM_900_NS::zip_iterator<cuda::std::__4::tuple<thrust::THRUST_300001_SM_900_NS::detail::normal_iterator<thrust::THRUST_300001_SM_900_NS::device_ptr<vec_2d<float>>>, thrust::THRUST_300001_SM_900_NS::counting_iterator<long, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default, thrust::THRUST_300001_SM_900_NS::use_default>>>, cuda::std::__4::tuple<vec_2d<float>, long> *, int, cub::CUB_300001_SM_900::GridEvenShare<int>, cub::CUB_300001_SM_900::GridQueue<unsigned int>, thrust::THRUST_300001_SM_900_NS::cuda_cub::__extrema::arg_min_f<vec_2d<float>, long, compare<float>>>(T2...)",1984,364.0,360.0,145,215.0,57.0,21.0,19.0,110.0,61.0,61.0,6.0,44.0,2.0,63.0,,12,62.0,8.0,6.0,7.0,,2.0,8.0,110.0,,,12.0,,2.0,8.0,11.0,6.0,5.0,4.0,3.0,,,1.0,15.0,,,110.0,,,,,,,,,,,,,60.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
